ratingId;moduleId;score;grade;voteScore;ups;downs
5b3c77edf07b02001a046047;50873018;5;5.50;0;0;0
5b47db74ee0c17001abb667c;50873018;5;6.00;0;0;0
5b4761e4af6bcc001af281d7;50873018;5;6.00;0;0;0
5d15b7ae642f27001c085a07;50491076;4;4.75;0;0;0
5d0b8d0318d258001cae3ac4;50491076;5;5.50;0;0;0
5b3cc8cdf07b02001a04ea30;50820302;1;6.00;0;1;1
5b43293f5c57d5001afa186c;50820302;5;6.00;0;2;2
5b9a4cb23e04df001ac57070;50019546;2;4.25;3;4;1
5b474c5caf6bcc001af26d10;50019546;1;5.00;0;0;0
5b573ce3992acf001aee3609;50019546;1;4.50;0;0;0
5d330308b1a942001c5613ab;50308551;3;4.25;1;2;1
5d2c6fc467168f001cf57e54;50308551;3;4.50;1;2;1
5d1c953f8a3f6d001ca35e88;50308551;4;5.00;6;6;0
5d1bc4eb139930001c213687;50308551;3;4.75;0;0;0
5c6a94ab0f0ace001c39545a;50308551;4;4.75;-4;0;4
5bcf1b6bdcde530019a5eee3;50308551;2;4.25;2;2;0
5b7342837c1b48001a4a7e1a;50308551;3;5.50;1;1;0
5b294360eeda99001a497241;50308551;2;4.75;10;11;1
5b483cadee0c17001abb6f8e;50308551;2;5.00;11;11;0
5b448e20eff072001a6360cf;50308551;3;4.50;5;5;0
5b3bd7e6f07b02001a041729;50308551;3;5.25;12;12;0
5b431caf5c57d5001afa064c;50308551;1;4.50;5;5;0
5a7adc778c0f1b001a2f75a6;50308551;4;4.25;1;1;0
5a623ea8f92ac7001a6ecc84;50308551;4;4.50;0;0;0
5a620285f92ac7001a6eb664;50308551;5;5.25;-2;0;2
5d3ab0bca4023e001c0bf4e2;50308551;4;4.75;0;0;0
5d2cdf46476bd1001c956d17;50308551;5;5.25;0;0;0
5d1cbb3e8a3f6d001ca3903c;50308551;4;4.00;0;0;0
5d1bbdb2139930001c213187;50308551;3;4.25;0;0;0
5d1bb6e9139930001c212c42;50308551;4;4.00;0;0;0
5d1b8c34139930001c210b27;50308551;3;4.25;0;0;0
5d1b307c139930001c208a18;50308551;4;4.25;0;0;0
5d1aeb58139930001c2032aa;50308551;3;5.25;0;0;0
5ce02b237c2897001cbe0db2;50308551;3;5.50;0;0;0
5c4abdc00f904e001c27cd62;50308551;2;4.25;0;0;0
5ba548bfbd4f34001960cfc0;50308551;5;5.25;0;0;0
5b9f52e244a2e10019c9e722;50308551;5;5.50;0;0;0
5b8aa78dd9dcc6001a176242;50308551;2;4.75;0;0;0
5b74707bd386c8001aa66b33;50308551;4;4.50;0;0;0
5d2c391e67168f001cf547ea;50749029;5;5.00;1;1;0
5d2c1aee67168f001cf52d8f;50749029;4;4.75;1;2;1
5d28a899041f0f001c835689;50749029;2;5.75;-1;0;1
5e0081d34874f4001eeb8a01;50749029;3;4.50;0;0;0
5def930ca0ec33001e5c2c14;50749029;4;4.50;0;0;0
5d814a8b3ef045001ca8b759;50749029;5;5.00;0;0;0
5b7536d9a9a8d4001a3c9637;50749029;4;5.25;0;0;0
5c35c54593ac7c001ca2e16f;50873102;5;5.75;0;0;0
5bbcf200d8cbea0019424aaa;50873102;5;5.50;0;0;0
5b4d8b67cff886001a0e047a;50873102;4;5.75;0;0;0
5d68c437d28ea1001c9fcb9a;50887379;3;5.25;0;0;0
5d09f234c4518e001c90717d;50887379;4;5.75;0;0;0
5d079c0a01e578001ccaadf9;50887379;5;5.50;3;3;0
5b28dacacc3364001a3217c4;50887379;4;5.00;1;2;1
5b214d82f4c683001a6b10de;50887379;3;4.50;0;0;0
5b2111e4f4c683001a6ae622;50887379;5;4.75;0;0;0
5b092ea678e41c001a0a2632;50887379;3;5.25;1;1;0
5b1fb34c5d1f92001a97e3c2;50887379;5;5.75;2;2;0
5b1fafcc5d1f92001a97e11d;50887379;3;4.75;0;0;0
5aec0845817de5001aa75fa0;50887379;2;5.50;0;0;0
5b1fa96a5d1f92001a97dbc0;50887379;4;5.25;0;0;0
5b1c30f3f1b9e7001a936877;50887379;3;4.75;0;0;0
5b1f9eea5d1f92001a97d112;50887379;3;4.75;0;0;0
5d10eba9dde843001c2f33f3;50887379;4;5.50;0;0;0
5d0df943fbaaec001ce4e917;50887379;2;5.25;0;0;0
5d0a925018d258001cad8767;50887379;5;5.25;0;0;0
5d0a3608c4518e001c90e3e3;50887379;4;5.00;0;0;0
5d09d699c4518e001c904374;50887379;4;5.75;0;0;0
5d092928a514ad001cca4dc4;50887379;5;5.50;0;0;0
5d08ddb4a514ad001cc9daf0;50887379;5;5.00;0;0;0
5d0783c601e578001cca807d;50887379;4;5.00;0;0;0
5d0779e701e578001cca6dbf;50887379;5;5.50;0;0;0
5cfcf4faff309b001c7689ab;50887379;5;5.00;0;0;0
5ca5b9916ee435001c975c92;50887379;4;5.00;0;0;0
5c4aaf910f904e001c27c2da;50887379;4;4.75;0;0;0
5b6a0ee1a59fcf001af7a584;50887379;5;4.75;0;0;0
5b68c892917bb5001ac8c71d;50887379;4;4.75;0;0;0
5b2189637425e2001a234518;50887379;5;4.75;0;0;0
5b1fef7d5d1f92001a981073;50887379;4;4.75;0;0;0
5d1c8b868a3f6d001ca34ff9;50450386;4;5.00;2;2;0
5d1619ba642f27001c08e1d1;50450386;3;5.00;9;9;0
5d16145e642f27001c08db02;50450386;2;4.00;3;3;0
5d04c8dd97cd24001cfc516d;50450386;3;4.50;12;13;1
5d1604ad642f27001c08c6a7;50450386;3;5.00;3;3;0
5d415865434df8001c798957;50450386;4;4.75;0;0;0
5d1cc8e38a3f6d001ca3a178;50450386;3;5.25;0;0;0
5d1683b7642f27001c093741;50450386;2;5.50;0;0;0
5cd419b822f345001cf62587;50450386;3;4.25;0;0;0
5c4aafc30f904e001c27c305;50450386;5;5.00;0;0;0
5c3f0b596f5518001c65a3f5;50450386;5;5.50;0;0;0
5b8c412f22ee65001a1c4e1b;50450386;1;4.25;0;0;0
5b5b2a49432a18001aebd414;50450386;2;4.50;0;0;0
5a8ada32d93d4f001a397cf9;50450386;2;4.75;0;0;0
5d80a190af4767001ce44cd9;50937513;5;4.75;0;0;0
5cf8e36a213363001ca958a1;50937513;4;5.00;0;0;0
5d0bbcda18d258001cae747b;50937513;4;5.50;2;2;0
5d1356b5994651001c0335d9;50937513;3;5.50;0;0;0
5d15200800270c001cf1a692;50937513;4;5.50;0;0;0
5d13567e994651001c033586;50937513;5;5.75;0;0;0
5cdebf5677bbe0001cfc07e3;50936688;4;5.75;0;0;0
5d1b6c86139930001c20dd4d;50431379;5;5.50;4;5;1
5d1781b7996aef001ce04362;50431379;5;5.25;10;11;1
5d17464c996aef001ce0255d;50431379;4;5.25;5;5;0
5d15d0fc642f27001c087ef8;50431379;5;5.50;16;17;1
5d15d0c8642f27001c087ea0;50431379;5;5.5;8;9;1
5c99e9a7069277001c8bd66b;50431379;1;4.00;-7;0;7
5b28e793cc3364001a323030;50431379;1;5.25;2;2;0
5b4532132ca6cb001a4fc6fd;50431379;1;3.50;8;8;0
5b44ab89eff072001a638616;50431379;1;4.00;12;12;0
5b44a7e0eff072001a6381d9;50431379;1;4.75;1;1;0
5a746f076300a8001a2d09b8;50431379;1;4.75;0;0;0
5a6f800f4adcfd001aa267c7;50431379;1;5.50;0;0;0
5d5296951aab2c001cb0e2bb;50431379;5;5.25;0;0;0
5d1da5ed3d5e6e001cf8af63;50431379;3;5.50;0;0;0
5d1cca1f8a3f6d001ca3a2d2;50431379;3;4.75;0;0;0
5d1b8057139930001c20fd9e;50431379;5;5.00;0;0;0
5d1a2d2020ec37001cbe81d8;50431379;4;5.50;0;0;0
5d2f6aac342f64001c2dc9bc;50873019;3;4.50;-1;1;2
5d1bba31139930001c212eae;50873019;3;5.75;0;0;0
5d1b5b2a139930001c20c61c;50873019;4;4.00;-3;0;3
5d1a5ed520ec37001cbeae2c;50873019;1;4.50;6;6;0
5d15fe59642f27001c08bf2d;50873019;3;5.75;-2;1;3
5cee3f743cc130001c49a60c;50873019;3;4.75;32;33;1
5d15b347642f27001c0855a7;50873019;3;5.50;-3;0;3
5d14ef4300270c001cf182f6;50873019;4;6.00;-7;2;9
5d14e02500270c001cf17418;50873019;4;6.00;-5;1;6
5b23598df83426001ada7179;50873019;5;5.75;-8;2;10
5cd994425bf0f8001c736e86;50873019;1;5.00;20;21;1
5c233e5a55d301001c844068;50873019;4;5.75;-3;3;6
5b23b74d1c20fc001aa036b5;50873019;4;6.00;-16;4;20
5b2364daf83426001ada8324;50873019;5;5.25;1;4;3
5e0081764874f4001eeb89f8;50873019;3;4.75;0;0;0
5d4be1e2791a25001c0ba94c;50873019;3;4.75;0;0;0
5d4bc1bb791a25001c0b9ade;50873019;5;4.75;0;0;0
5d40516a434df8001c7946e7;50873019;3;5;0;0;0
5d3c018689f9e5001c93b5c4;50873019;5;4.25;0;0;0
